event_id,object_id,object_type,activity,timestamp,actor,event_type,department,related_objects,co2_impact,activity_cost
EV_02682,EMP0447,Employee,Training Module 2,2020-05-04 09:31:56,Trainer_B,Training.Session,HR,TrainingModule:MOD_002,1.17,56.25
EV_02683,EMP0448,Employee,First Week Check-in,2023-07-20 20:16:53,Trainer_D,Employee.FirstWeekMeeting,Finance,Department:Finance,0.4,281.6
EV_02684,EMP0448,Employee,Introduction Session,2023-07-22 07:16:53,Trainer_C,Employee.Onboarding.Introduction,Finance,Department:Finance,1.15,195.92
EV_02685,EMP0448,Employee,Complete Documentation,2023-08-05 15:16:53,HR_Officer_1,Document.Processed,Finance,DocumentPackage:DOC_EMP0448,1.58,108.36
EV_02686,EMP0448,Employee,IT Setup,2023-08-19 00:16:53,IT_Tech1,Equipment.Assigned,Finance,Equipment:LAPTOP_EMP0448|Equipment:PHONE_EMP0448|Equipment:MONITOR_EMP0448,0.92,146.78
EV_02687,EMP0448,Employee,Training Module 1,2023-08-22 11:16:53,Trainer_A,Training.Session,Finance,TrainingModule:MOD_001,0.6,110.38
EV_02688,EMP0448,Employee,Training Module 2,2023-08-26 23:16:53,Trainer_D,Training.Session,Finance,TrainingModule:MOD_002,0.94,294.06
EV_02689,EMP0449,Employee,First Week Check-in,2020-07-01 15:53:45,Trainer_A,Employee.FirstWeekMeeting,Operations,Department:Operations,0.54,298.4
EV_02690,EMP0449,Employee,Introduction Session,2020-07-08 00:53:45,Trainer_A,Employee.Onboarding.Introduction,Operations,Department:Operations,1.2,289.52
EV_02691,EMP0449,Employee,Complete Documentation,2020-07-17 04:53:45,HR_Officer_1,Document.Processed,Operations,DocumentPackage:DOC_EMP0449,1.64,93.11
EV_02692,EMP0449,Employee,IT Setup,2020-07-21 10:53:45,IT_Tech2,Equipment.Assigned,Operations,Equipment:LAPTOP_EMP0449|Equipment:PHONE_EMP0449|Equipment:MONITOR_EMP0449,1.73,94.94
EV_02693,EMP0449,Employee,Training Module 1,2020-08-04 22:53:45,Trainer_D,Training.Session,Operations,TrainingModule:MOD_001,1.25,208.97
EV_02694,EMP0449,Employee,Training Module 2,2020-08-14 03:53:45,Trainer_A,Training.Session,Operations,TrainingModule:MOD_002,0.3,286.91
EV_02695,EMP0450,Employee,First Week Check-in,2021-03-31 19:39:27,Trainer_D,Employee.FirstWeekMeeting,Engineering,Department:Engineering,1.15,139.84
EV_02696,EMP0450,Employee,Introduction Session,2021-04-02 19:39:27,Trainer_B,Employee.Onboarding.Introduction,Engineering,Department:Engineering,0.16,291.53
EV_02697,EMP0450,Employee,Complete Documentation,2021-04-04 04:39:27,HR_Officer_1,Document.Processed,Engineering,DocumentPackage:DOC_EMP0450,1.01,451.94
EV_02698,EMP0450,Employee,IT Setup,2021-04-07 12:39:27,IT_Tech3,Equipment.Assigned,Engineering,Equipment:LAPTOP_EMP0450|Equipment:PHONE_EMP0450|Equipment:MONITOR_EMP0450,0.94,217.22
EV_02699,EMP0450,Employee,Training Module 1,2021-04-22 23:39:27,Trainer_C,Training.Session,Engineering,TrainingModule:MOD_001,1.94,74.65
EV_02700,EMP0450,Employee,Training Module 2,2021-05-05 11:39:27,Trainer_B,Training.Session,Engineering,TrainingModule:MOD_002,1.17,487.91
EV_02701,EMP0451,Employee,First Week Check-in,2020-11-07 01:35:22,Trainer_C,Employee.FirstWeekMeeting,Sales,Department:Sales,0.7,316.55
EV_02702,EMP0451,Employee,Introduction Session,2020-11-10 13:35:22,Trainer_A,Employee.Onboarding.Introduction,Sales,Department:Sales,0.35,437.7
EV_02703,EMP0451,Employee,Complete Documentation,2020-11-15 15:35:22,HR_Officer_2,Document.Processed,Sales,DocumentPackage:DOC_EMP0451,1.82,300.67
EV_02704,EMP0451,Employee,IT Setup,2020-11-21 01:35:22,IT_Tech2,Equipment.Assigned,Sales,Equipment:LAPTOP_EMP0451|Equipment:PHONE_EMP0451|Equipment:MONITOR_EMP0451,0.37,161.67
EV_02705,EMP0451,Employee,Training Module 1,2020-12-06 03:35:22,Trainer_A,Training.Session,Sales,TrainingModule:MOD_001,0.93,311.4
EV_02706,EMP0451,Employee,Training Module 2,2020-12-20 15:35:22,Trainer_C,Training.Session,Sales,TrainingModule:MOD_002,1.53,309.25
EV_02707,EMP0452,Employee,First Week Check-in,2021-11-17 21:59:45,Trainer_B,Employee.FirstWeekMeeting,HR,Department:HR,0.82,297.09
EV_02708,EMP0452,Employee,Introduction Session,2021-11-25 08:59:45,Trainer_A,Employee.Onboarding.Introduction,HR,Department:HR,1.37,171.43
EV_02709,EMP0452,Employee,Complete Documentation,2021-11-29 20:59:45,HR_Officer_2,Document.Processed,HR,DocumentPackage:DOC_EMP0452,1.6,441.01
EV_02710,EMP0452,Employee,IT Setup,2021-12-07 20:59:45,IT_Tech3,Equipment.Assigned,HR,Equipment:LAPTOP_EMP0452|Equipment:PHONE_EMP0452|Equipment:MONITOR_EMP0452,0.6,155.36
EV_02711,EMP0452,Employee,Training Module 1,2021-12-19 07:59:45,Trainer_C,Training.Session,HR,TrainingModule:MOD_001,1.15,355.08
EV_02712,EMP0452,Employee,Training Module 2,2021-12-27 14:59:45,Trainer_B,Training.Session,HR,TrainingModule:MOD_002,1.55,59.77
EV_02713,EMP0453,Employee,First Week Check-in,2023-12-12 02:11:56,Trainer_D,Employee.FirstWeekMeeting,Finance,Department:Finance,0.39,443.22
EV_02714,EMP0453,Employee,Introduction Session,2023-12-26 14:11:56,Trainer_A,Employee.Onboarding.Introduction,Finance,Department:Finance,1.03,433.49
EV_02715,EMP0453,Employee,Complete Documentation,2023-12-27 14:11:56,HR_Officer_1,Document.Processed,Finance,DocumentPackage:DOC_EMP0453,1.61,438.15
EV_02716,EMP0453,Employee,IT Setup,2024-01-10 16:11:56,IT_Tech1,Equipment.Assigned,Finance,Equipment:LAPTOP_EMP0453|Equipment:PHONE_EMP0453|Equipment:MONITOR_EMP0453,1.23,313.39
EV_02717,EMP0453,Employee,Training Module 1,2024-01-14 01:11:56,Trainer_B,Training.Session,Finance,TrainingModule:MOD_001,1.22,368.81
EV_02718,EMP0453,Employee,Training Module 2,2024-01-19 02:11:56,Trainer_D,Training.Session,Finance,TrainingModule:MOD_002,1.12,317.09
EV_02719,EMP0454,Employee,First Week Check-in,2024-10-19 15:14:40,Trainer_A,Employee.FirstWeekMeeting,Operations,Department:Operations,1.73,360.43
EV_02720,EMP0454,Employee,Introduction Session,2024-10-31 16:14:40,Trainer_B,Employee.Onboarding.Introduction,Operations,Department:Operations,0.59,388.88
EV_02721,EMP0454,Employee,Complete Documentation,2024-11-15 03:14:40,HR_Officer_1,Document.Processed,Operations,DocumentPackage:DOC_EMP0454,1.81,470.23
EV_02722,EMP0454,Employee,IT Setup,2024-11-28 03:14:40,IT_Tech3,Equipment.Assigned,Operations,Equipment:LAPTOP_EMP0454|Equipment:PHONE_EMP0454|Equipment:MONITOR_EMP0454,0.46,186.32
EV_02723,EMP0454,Employee,Training Module 1,2024-12-07 06:14:40,Trainer_D,Training.Session,Operations,TrainingModule:MOD_001,1.22,388.77
EV_02724,EMP0454,Employee,Training Module 2,2024-12-21 15:14:40,Trainer_A,Training.Session,Operations,TrainingModule:MOD_002,1.97,263.8
EV_02725,EMP0455,Employee,First Week Check-in,2024-03-07 01:12:24,Trainer_A,Employee.FirstWeekMeeting,Engineering,Department:Engineering,0.46,102.07
EV_02726,EMP0455,Employee,Introduction Session,2024-03-14 05:12:24,Trainer_C,Employee.Onboarding.Introduction,Engineering,Department:Engineering,0.48,333.78
EV_02727,EMP0455,Employee,Complete Documentation,2024-03-21 10:12:24,HR_Officer_1,Document.Processed,Engineering,DocumentPackage:DOC_EMP0455,0.61,197.12
EV_02728,EMP0455,Employee,IT Setup,2024-04-05 11:12:24,IT_Tech2,Equipment.Assigned,Engineering,Equipment:LAPTOP_EMP0455|Equipment:PHONE_EMP0455|Equipment:MONITOR_EMP0455,0.72,141.99
EV_02729,EMP0455,Employee,Training Module 1,2024-04-11 22:12:24,Trainer_B,Training.Session,Engineering,TrainingModule:MOD_001,0.87,84.37
EV_02730,EMP0455,Employee,Training Module 2,2024-04-24 04:12:24,Trainer_D,Training.Session,Engineering,TrainingModule:MOD_002,0.52,490.74
EV_02731,EMP0456,Employee,First Week Check-in,2024-11-08 16:01:24,Trainer_A,Employee.FirstWeekMeeting,Sales,Department:Sales,1.3,210.74
EV_02732,EMP0456,Employee,Introduction Session,2024-11-20 20:01:24,Trainer_B,Employee.Onboarding.Introduction,Sales,Department:Sales,1.24,111.26
EV_02733,EMP0456,Employee,Complete Documentation,2024-12-01 08:01:24,HR_Officer_2,Document.Processed,Sales,DocumentPackage:DOC_EMP0456,1.37,70.28
EV_02734,EMP0456,Employee,IT Setup,2024-12-11 11:01:24,IT_Tech1,Equipment.Assigned,Sales,Equipment:LAPTOP_EMP0456|Equipment:PHONE_EMP0456|Equipment:MONITOR_EMP0456,0.57,61.77
EV_02735,EMP0456,Employee,Training Module 1,2024-12-20 12:01:24,Trainer_A,Training.Session,Sales,TrainingModule:MOD_001,0.13,141.23
EV_02736,EMP0456,Employee,Training Module 2,2024-12-26 21:01:24,Trainer_A,Training.Session,Sales,TrainingModule:MOD_002,0.31,477.42
EV_02737,EMP0457,Employee,First Week Check-in,2021-05-02 14:45:47,Trainer_C,Employee.FirstWeekMeeting,HR,Department:HR,1.26,443.58
EV_02738,EMP0457,Employee,Introduction Session,2021-05-18 00:45:47,Trainer_C,Employee.Onboarding.Introduction,HR,Department:HR,0.85,359.32
EV_02739,EMP0457,Employee,Complete Documentation,2021-05-19 03:45:47,HR_Officer_2,Document.Processed,HR,DocumentPackage:DOC_EMP0457,1.98,69.36
EV_02740,EMP0457,Employee,IT Setup,2021-05-20 14:45:47,IT_Tech1,Equipment.Assigned,HR,Equipment:LAPTOP_EMP0457|Equipment:PHONE_EMP0457|Equipment:MONITOR_EMP0457,1.41,227.45
EV_02741,EMP0457,Employee,Training Module 1,2021-05-29 20:45:47,Trainer_D,Training.Session,HR,TrainingModule:MOD_001,1.92,229.82
EV_02742,EMP0457,Employee,Training Module 2,2021-06-09 00:45:47,Trainer_B,Training.Session,HR,TrainingModule:MOD_002,1.95,266.59
EV_02743,EMP0458,Employee,First Week Check-in,2021-08-30 17:50:35,Trainer_B,Employee.FirstWeekMeeting,Finance,Department:Finance,1.58,126.26
EV_02744,EMP0458,Employee,Introduction Session,2021-09-10 00:50:35,Trainer_A,Employee.Onboarding.Introduction,Finance,Department:Finance,1.29,489.43
EV_02745,EMP0458,Employee,Complete Documentation,2021-09-22 06:50:35,HR_Officer_1,Document.Processed,Finance,DocumentPackage:DOC_EMP0458,0.51,230.26
EV_02746,EMP0458,Employee,IT Setup,2021-09-26 11:50:35,IT_Tech3,Equipment.Assigned,Finance,Equipment:LAPTOP_EMP0458|Equipment:PHONE_EMP0458|Equipment:MONITOR_EMP0458,1.8,303.74
EV_02747,EMP0458,Employee,Training Module 1,2021-09-27 19:50:35,Trainer_B,Training.Session,Finance,TrainingModule:MOD_001,1.29,475.66
EV_02748,EMP0458,Employee,Training Module 2,2021-10-01 07:50:35,Trainer_D,Training.Session,Finance,TrainingModule:MOD_002,1.29,319.32
EV_02749,EMP0459,Employee,First Week Check-in,2023-03-14 20:10:00,Trainer_C,Employee.FirstWeekMeeting,Operations,Department:Operations,0.37,122.16
EV_02750,EMP0459,Employee,Introduction Session,2023-03-25 05:10:00,Trainer_B,Employee.Onboarding.Introduction,Operations,Department:Operations,1.48,249.11
EV_02751,EMP0459,Employee,Complete Documentation,2023-03-28 17:10:00,HR_Officer_1,Document.Processed,Operations,DocumentPackage:DOC_EMP0459,1.4,109.48
EV_02752,EMP0459,Employee,IT Setup,2023-04-11 04:10:00,IT_Tech2,Equipment.Assigned,Operations,Equipment:LAPTOP_EMP0459|Equipment:PHONE_EMP0459|Equipment:MONITOR_EMP0459,1.99,384.99
EV_02753,EMP0459,Employee,Training Module 1,2023-04-12 04:10:00,Trainer_D,Training.Session,Operations,TrainingModule:MOD_001,1.01,154.42
EV_02754,EMP0459,Employee,Training Module 2,2023-04-25 10:10:00,Trainer_B,Training.Session,Operations,TrainingModule:MOD_002,0.66,166.65
EV_02755,EMP0460,Employee,First Week Check-in,2021-02-16 01:29:52,Trainer_A,Employee.FirstWeekMeeting,Engineering,Department:Engineering,1.56,369.14
EV_02756,EMP0460,Employee,Introduction Session,2021-02-28 07:29:52,Trainer_A,Employee.Onboarding.Introduction,Engineering,Department:Engineering,0.92,196.86
EV_02757,EMP0460,Employee,Complete Documentation,2021-03-04 16:29:52,HR_Officer_1,Document.Processed,Engineering,DocumentPackage:DOC_EMP0460,0.11,166.81
EV_02758,EMP0460,Employee,IT Setup,2021-03-15 00:29:52,IT_Tech1,Equipment.Assigned,Engineering,Equipment:LAPTOP_EMP0460|Equipment:PHONE_EMP0460|Equipment:MONITOR_EMP0460,1.52,71.64
EV_02759,EMP0460,Employee,Training Module 1,2021-03-20 01:29:52,Trainer_D,Training.Session,Engineering,TrainingModule:MOD_001,1.49,461.17
EV_02760,EMP0460,Employee,Training Module 2,2021-03-22 06:29:52,Trainer_C,Training.Session,Engineering,TrainingModule:MOD_002,1.91,388.34
EV_02761,EMP0461,Employee,First Week Check-in,2021-08-28 17:48:50,Trainer_D,Employee.FirstWeekMeeting,Sales,Department:Sales,1.27,405.37
EV_02762,EMP0461,Employee,Introduction Session,2021-09-06 01:48:50,Trainer_C,Employee.Onboarding.Introduction,Sales,Department:Sales,1.51,209.96
EV_02763,EMP0461,Employee,Complete Documentation,2021-09-13 13:48:50,HR_Officer_1,Document.Processed,Sales,DocumentPackage:DOC_EMP0461,0.77,484.1
EV_02764,EMP0461,Employee,IT Setup,2021-09-17 20:48:50,IT_Tech1,Equipment.Assigned,Sales,Equipment:LAPTOP_EMP0461|Equipment:PHONE_EMP0461|Equipment:MONITOR_EMP0461,1.31,192.83
EV_02765,EMP0461,Employee,Training Module 1,2021-09-25 05:48:50,Trainer_C,Training.Session,Sales,TrainingModule:MOD_001,1.74,65.93
EV_02766,EMP0461,Employee,Training Module 2,2021-10-08 07:48:50,Trainer_A,Training.Session,Sales,TrainingModule:MOD_002,0.77,75.72
EV_02767,EMP0462,Employee,First Week Check-in,2023-11-13 15:03:09,Trainer_B,Employee.FirstWeekMeeting,HR,Department:HR,1.27,445.06
EV_02768,EMP0462,Employee,Introduction Session,2023-11-19 15:03:09,Trainer_C,Employee.Onboarding.Introduction,HR,Department:HR,0.79,426.81
EV_02769,EMP0462,Employee,Complete Documentation,2023-11-25 16:03:09,HR_Officer_1,Document.Processed,HR,DocumentPackage:DOC_EMP0462,0.7,173.26
EV_02770,EMP0462,Employee,IT Setup,2023-12-02 22:03:09,IT_Tech3,Equipment.Assigned,HR,Equipment:LAPTOP_EMP0462|Equipment:PHONE_EMP0462|Equipment:MONITOR_EMP0462,0.75,362.97
EV_02771,EMP0462,Employee,Training Module 1,2023-12-12 04:03:09,Trainer_C,Training.Session,HR,TrainingModule:MOD_001,0.4,409.31
EV_02772,EMP0462,Employee,Training Module 2,2023-12-23 10:03:09,Trainer_B,Training.Session,HR,TrainingModule:MOD_002,1.56,207.22
EV_02773,EMP0463,Employee,First Week Check-in,2023-08-21 23:44:18,Trainer_B,Employee.FirstWeekMeeting,Finance,Department:Finance,1.32,300.51
EV_02774,EMP0463,Employee,Introduction Session,2023-08-30 11:44:18,Trainer_D,Employee.Onboarding.Introduction,Finance,Department:Finance,1.52,81.81
EV_02775,EMP0463,Employee,Complete Documentation,2023-09-14 13:44:18,HR_Officer_2,Document.Processed,Finance,DocumentPackage:DOC_EMP0463,0.58,196.77
EV_02776,EMP0463,Employee,IT Setup,2023-09-24 23:44:18,IT_Tech3,Equipment.Assigned,Finance,Equipment:LAPTOP_EMP0463|Equipment:PHONE_EMP0463|Equipment:MONITOR_EMP0463,0.87,232.24
EV_02777,EMP0463,Employee,Training Module 1,2023-10-02 03:44:18,Trainer_A,Training.Session,Finance,TrainingModule:MOD_001,0.32,60.8
EV_02778,EMP0463,Employee,Training Module 2,2023-10-09 04:44:18,Trainer_B,Training.Session,Finance,TrainingModule:MOD_002,0.79,222.92
EV_02779,EMP0464,Employee,First Week Check-in,2023-06-19 11:04:51,Trainer_D,Employee.FirstWeekMeeting,Operations,Department:Operations,0.41,126.37
EV_02780,EMP0464,Employee,Introduction Session,2023-07-04 12:04:51,Trainer_D,Employee.Onboarding.Introduction,Operations,Department:Operations,1.7,449.2
EV_02781,EMP0464,Employee,Complete Documentation,2023-07-07 12:04:51,HR_Officer_1,Document.Processed,Operations,DocumentPackage:DOC_EMP0464,1.8,237.3
EV_02782,EMP0464,Employee,IT Setup,2023-07-19 14:04:51,IT_Tech1,Equipment.Assigned,Operations,Equipment:LAPTOP_EMP0464|Equipment:PHONE_EMP0464|Equipment:MONITOR_EMP0464,1.52,161.83
EV_02783,EMP0464,Employee,Training Module 1,2023-08-02 15:04:51,Trainer_D,Training.Session,Operations,TrainingModule:MOD_001,0.18,451.04
EV_02784,EMP0464,Employee,Training Module 2,2023-08-07 19:04:51,Trainer_A,Training.Session,Operations,TrainingModule:MOD_002,1.39,480.92
EV_02785,EMP0465,Employee,First Week Check-in,2023-06-24 01:14:24,Trainer_A,Employee.FirstWeekMeeting,Engineering,Department:Engineering,1.88,182.24
EV_02786,EMP0465,Employee,Introduction Session,2023-07-07 03:14:24,Trainer_C,Employee.Onboarding.Introduction,Engineering,Department:Engineering,1.47,384.8
EV_02787,EMP0465,Employee,Complete Documentation,2023-07-21 10:14:24,HR_Officer_2,Document.Processed,Engineering,DocumentPackage:DOC_EMP0465,1.65,213.2
EV_02788,EMP0465,Employee,IT Setup,2023-07-31 22:14:24,IT_Tech1,Equipment.Assigned,Engineering,Equipment:LAPTOP_EMP0465|Equipment:PHONE_EMP0465|Equipment:MONITOR_EMP0465,1.07,227.78
EV_02789,EMP0465,Employee,Training Module 1,2023-08-06 04:14:24,Trainer_D,Training.Session,Engineering,TrainingModule:MOD_001,1.1,85.27
EV_02790,EMP0465,Employee,Training Module 2,2023-08-16 13:14:24,Trainer_D,Training.Session,Engineering,TrainingModule:MOD_002,0.39,227.55
EV_02791,EMP0466,Employee,First Week Check-in,2021-05-12 21:29:38,Trainer_C,Employee.FirstWeekMeeting,Sales,Department:Sales,1.71,341.38
EV_02792,EMP0466,Employee,Introduction Session,2021-05-18 03:29:38,Trainer_B,Employee.Onboarding.Introduction,Sales,Department:Sales,0.34,275.85
EV_02793,EMP0466,Employee,Complete Documentation,2021-05-25 15:29:38,HR_Officer_2,Document.Processed,Sales,DocumentPackage:DOC_EMP0466,0.13,337.05
EV_02794,EMP0466,Employee,IT Setup,2021-06-03 00:29:38,IT_Tech1,Equipment.Assigned,Sales,Equipment:LAPTOP_EMP0466|Equipment:PHONE_EMP0466|Equipment:MONITOR_EMP0466,1.8,383.33
EV_02795,EMP0466,Employee,Training Module 1,2021-06-12 09:29:38,Trainer_A,Training.Session,Sales,TrainingModule:MOD_001,1.69,474.9
EV_02796,EMP0466,Employee,Training Module 2,2021-06-18 13:29:38,Trainer_A,Training.Session,Sales,TrainingModule:MOD_002,0.59,328.22
EV_02797,EMP0467,Employee,First Week Check-in,2020-02-26 21:36:56,Trainer_A,Employee.FirstWeekMeeting,HR,Department:HR,0.64,494.57
EV_02798,EMP0467,Employee,Introduction Session,2020-02-28 02:36:56,Trainer_C,Employee.Onboarding.Introduction,HR,Department:HR,1.14,122.32
EV_02799,EMP0467,Employee,Complete Documentation,2020-03-13 04:36:56,HR_Officer_1,Document.Processed,HR,DocumentPackage:DOC_EMP0467,0.55,444.3
EV_02800,EMP0467,Employee,IT Setup,2020-03-14 15:36:56,IT_Tech1,Equipment.Assigned,HR,Equipment:LAPTOP_EMP0467|Equipment:PHONE_EMP0467|Equipment:MONITOR_EMP0467,0.8,215.62
EV_02801,EMP0467,Employee,Training Module 1,2020-03-16 20:36:56,Trainer_A,Training.Session,HR,TrainingModule:MOD_001,1.81,99.45
EV_02802,EMP0467,Employee,Training Module 2,2020-03-23 22:36:56,Trainer_D,Training.Session,HR,TrainingModule:MOD_002,1.1,254.93
EV_02803,EMP0468,Employee,First Week Check-in,2022-09-14 17:21:49,Trainer_C,Employee.FirstWeekMeeting,Finance,Department:Finance,0.88,215.83
EV_02804,EMP0468,Employee,Introduction Session,2022-09-20 17:21:49,Trainer_D,Employee.Onboarding.Introduction,Finance,Department:Finance,1.43,202.17
EV_02805,EMP0468,Employee,Complete Documentation,2022-09-27 05:21:49,HR_Officer_2,Document.Processed,Finance,DocumentPackage:DOC_EMP0468,0.56,233.13
EV_02806,EMP0468,Employee,IT Setup,2022-10-03 14:21:49,IT_Tech3,Equipment.Assigned,Finance,Equipment:LAPTOP_EMP0468|Equipment:PHONE_EMP0468|Equipment:MONITOR_EMP0468,1.49,445.36
EV_02807,EMP0468,Employee,Training Module 1,2022-10-07 16:21:49,Trainer_D,Training.Session,Finance,TrainingModule:MOD_001,1.81,119.98
EV_02808,EMP0468,Employee,Training Module 2,2022-10-16 17:21:49,Trainer_A,Training.Session,Finance,TrainingModule:MOD_002,1.79,415.22
EV_02809,EMP0469,Employee,First Week Check-in,2023-05-25 19:04:55,Trainer_B,Employee.FirstWeekMeeting,Operations,Department:Operations,0.84,499.34
EV_02810,EMP0469,Employee,Introduction Session,2023-06-08 21:04:55,Trainer_C,Employee.Onboarding.Introduction,Operations,Department:Operations,0.12,207.16
EV_02811,EMP0469,Employee,Complete Documentation,2023-06-20 07:04:55,HR_Officer_1,Document.Processed,Operations,DocumentPackage:DOC_EMP0469,1.67,360.73
EV_02812,EMP0469,Employee,IT Setup,2023-07-04 12:04:55,IT_Tech2,Equipment.Assigned,Operations,Equipment:LAPTOP_EMP0469|Equipment:PHONE_EMP0469|Equipment:MONITOR_EMP0469,0.23,481.5
EV_02813,EMP0469,Employee,Training Module 1,2023-07-10 21:04:55,Trainer_A,Training.Session,Operations,TrainingModule:MOD_001,0.73,54.49
EV_02814,EMP0469,Employee,Training Module 2,2023-07-21 01:04:55,Trainer_B,Training.Session,Operations,TrainingModule:MOD_002,1.42,418.35
EV_02815,EMP0470,Employee,First Week Check-in,2024-05-30 13:40:48,Trainer_B,Employee.FirstWeekMeeting,Engineering,Department:Engineering,1.93,313.94
EV_02816,EMP0470,Employee,Introduction Session,2024-06-01 14:40:48,Trainer_C,Employee.Onboarding.Introduction,Engineering,Department:Engineering,1.84,294.65
EV_02817,EMP0470,Employee,Complete Documentation,2024-06-07 22:40:48,HR_Officer_2,Document.Processed,Engineering,DocumentPackage:DOC_EMP0470,0.24,142.23
EV_02818,EMP0470,Employee,IT Setup,2024-06-12 23:40:48,IT_Tech3,Equipment.Assigned,Engineering,Equipment:LAPTOP_EMP0470|Equipment:PHONE_EMP0470|Equipment:MONITOR_EMP0470,0.39,435.87
EV_02819,EMP0470,Employee,Training Module 1,2024-06-20 08:40:48,Trainer_A,Training.Session,Engineering,TrainingModule:MOD_001,1.39,234.22
EV_02820,EMP0470,Employee,Training Module 2,2024-06-24 18:40:48,Trainer_C,Training.Session,Engineering,TrainingModule:MOD_002,1.68,188.49
EV_02821,EMP0471,Employee,First Week Check-in,2023-08-10 01:51:33,Trainer_D,Employee.FirstWeekMeeting,Sales,Department:Sales,1.69,51.24
EV_02822,EMP0471,Employee,Introduction Session,2023-08-16 13:51:33,Trainer_B,Employee.Onboarding.Introduction,Sales,Department:Sales,1.91,349.71
EV_02823,EMP0471,Employee,Complete Documentation,2023-08-24 18:51:33,HR_Officer_1,Document.Processed,Sales,DocumentPackage:DOC_EMP0471,1.16,95.42
EV_02824,EMP0471,Employee,IT Setup,2023-09-03 22:51:33,IT_Tech1,Equipment.Assigned,Sales,Equipment:LAPTOP_EMP0471|Equipment:PHONE_EMP0471|Equipment:MONITOR_EMP0471,1.51,225.84
EV_02825,EMP0471,Employee,Training Module 1,2023-09-09 08:51:33,Trainer_A,Training.Session,Sales,TrainingModule:MOD_001,1.59,417.19
EV_02826,EMP0471,Employee,Training Module 2,2023-09-14 14:51:33,Trainer_D,Training.Session,Sales,TrainingModule:MOD_002,1.12,423.55
EV_02827,EMP0472,Employee,First Week Check-in,2023-08-11 00:31:22,Trainer_A,Employee.FirstWeekMeeting,HR,Department:HR,0.43,320.06
EV_02828,EMP0472,Employee,Introduction Session,2023-08-14 03:31:22,Trainer_D,Employee.Onboarding.Introduction,HR,Department:HR,1.33,63.81
EV_02829,EMP0472,Employee,Complete Documentation,2023-08-21 09:31:22,HR_Officer_1,Document.Processed,HR,DocumentPackage:DOC_EMP0472,0.77,472.2
EV_02830,EMP0472,Employee,IT Setup,2023-08-26 21:31:22,IT_Tech2,Equipment.Assigned,HR,Equipment:LAPTOP_EMP0472|Equipment:PHONE_EMP0472|Equipment:MONITOR_EMP0472,0.63,185.82
EV_02831,EMP0472,Employee,Training Module 1,2023-09-10 06:31:22,Trainer_B,Training.Session,HR,TrainingModule:MOD_001,1.55,114.16
EV_02832,EMP0472,Employee,Training Module 2,2023-09-18 06:31:22,Trainer_A,Training.Session,HR,TrainingModule:MOD_002,0.84,477.81
EV_02833,EMP0473,Employee,First Week Check-in,2021-04-15 22:24:57,Trainer_A,Employee.FirstWeekMeeting,Finance,Department:Finance,1.94,175.06
EV_02834,EMP0473,Employee,Introduction Session,2021-04-16 23:24:57,Trainer_B,Employee.Onboarding.Introduction,Finance,Department:Finance,0.57,324.19
EV_02835,EMP0473,Employee,Complete Documentation,2021-04-27 09:24:57,HR_Officer_1,Document.Processed,Finance,DocumentPackage:DOC_EMP0473,1.44,283.02
EV_02836,EMP0473,Employee,IT Setup,2021-05-07 18:24:57,IT_Tech1,Equipment.Assigned,Finance,Equipment:LAPTOP_EMP0473|Equipment:PHONE_EMP0473|Equipment:MONITOR_EMP0473,0.23,250.23
EV_02837,EMP0473,Employee,Training Module 1,2021-05-17 23:24:57,Trainer_D,Training.Session,Finance,TrainingModule:MOD_001,1.31,251.74
EV_02838,EMP0473,Employee,Training Module 2,2021-05-19 00:24:57,Trainer_C,Training.Session,Finance,TrainingModule:MOD_002,1.35,373.42
EV_02839,EMP0474,Employee,First Week Check-in,2020-01-20 17:11:56,Trainer_C,Employee.FirstWeekMeeting,Operations,Department:Operations,0.25,398.42
EV_02840,EMP0474,Employee,Introduction Session,2020-01-30 17:11:56,Trainer_B,Employee.Onboarding.Introduction,Operations,Department:Operations,0.2,358.88
EV_02841,EMP0474,Employee,Complete Documentation,2020-02-04 18:11:56,HR_Officer_2,Document.Processed,Operations,DocumentPackage:DOC_EMP0474,1.04,493.07
EV_02842,EMP0474,Employee,IT Setup,2020-02-10 21:11:56,IT_Tech1,Equipment.Assigned,Operations,Equipment:LAPTOP_EMP0474|Equipment:PHONE_EMP0474|Equipment:MONITOR_EMP0474,0.72,95.6
EV_02843,EMP0474,Employee,Training Module 1,2020-02-13 05:11:56,Trainer_C,Training.Session,Operations,TrainingModule:MOD_001,0.73,429.1
EV_02844,EMP0474,Employee,Training Module 2,2020-02-23 16:11:56,Trainer_A,Training.Session,Operations,TrainingModule:MOD_002,1.43,233.13
EV_02845,EMP0475,Employee,First Week Check-in,2024-10-05 10:34:43,Trainer_A,Employee.FirstWeekMeeting,Engineering,Department:Engineering,0.18,140.53
EV_02846,EMP0475,Employee,Introduction Session,2024-10-17 19:34:43,Trainer_C,Employee.Onboarding.Introduction,Engineering,Department:Engineering,0.12,185.7
EV_02847,EMP0475,Employee,Complete Documentation,2024-10-22 19:34:43,HR_Officer_2,Document.Processed,Engineering,DocumentPackage:DOC_EMP0475,1.47,398.44
